material,n,median_rate,p25,p75,bandgap_eV,bandgap_known
CdS @ MoOx-0.9,1,5420.0,5420.0,5420.0,2.7,False
NTSG,1,7240.0,7240.0,7240.0,2.7,False
CdS @ MoS2 @ NiS,1,35400.0,35400.0,35400.0,2.7,False
NTC,1,760.0,760.0,760.0,2.7,False
NTACN-5,1,3351.0,3351.0,3351.0,2.7,False
NTACN,1,8252.0,8252.0,8252.0,2.7,False
CdS @ MoS2-6,1,12180.0,12180.0,12180.0,2.7,False
NR715,1,298.0,298.0,298.0,2.7,False
NO,1,63500.0,63500.0,63500.0,2.7,False
NiO-Ni3N,1,53.2,53.2,53.2,2.7,False
NMS,1,17.4,17.4,17.4,2.7,False
NMOF-Ni,1,4500.0,4500.0,4500.0,2.7,False
CdS @ NiS,1,72633.0,72633.0,72633.0,2.7,False
CdS @ RGO-MoS2,1,83907.0,83907.0,83907.0,2.7,False
NLTO,1,430.0,430.0,430.0,2.7,False
NH4)2SO3,1,35280.0,35280.0,35280.0,2.7,False
NH2−MIL-125(Ti),1,2204.2,2204.2,2204.2,2.7,False
NH2-MIL-125(Ti)/ Pt/g-C3N4,1,1226.0,1226.0,1226.0,2.7,False
NH2-MIL-125(Ti)/ Ni7.9Pd4.1,1,5220.0,5220.0,5220.0,2.7,False
NH2-MIL-125(Ti)/ Ni15.8Pd4.1,1,6810.0,6810.0,6810.0,2.7,False
NH2-MIL-125(Ti)/ CN,1,8700.0,8700.0,8700.0,2.7,False
CdS @ TiO2,1,1364.6,1364.6,1364.6,2.7,False
NMT-1.25,1,14.9,14.9,14.9,2.7,False
Na2Ta2O6-1,1,43400.0,43400.0,43400.0,2.7,False
CdMoO4,1,2194.0,2194.0,2194.0,2.7,False
Na2SO4/Na2S,1,2075.0,2075.0,2075.0,2.7,False
Na2SO3-Na2S,1,480.0,480.0,480.0,2.7,False
CdMoO4/graphene,1,3624.0,3624.0,3624.0,2.7,False
Na2S2O3,1,113000.0,113000.0,113000.0,2.7,False
CdMoS4,1,1450.8,1450.8,1450.8,2.7,False
CdS @ C,1,2200.0,2200.0,2200.0,2.7,False
Na0.5Bi0.5TO3 @ Pt,1,60.4,60.4,60.4,2.7,False
Na/Cu,1,4650.0,4650.0,4650.0,2.7,False
Na-ZnO/Pt,1,1380.0,1380.0,1380.0,2.7,False
Na(x)-MCN,1,217.0,217.0,217.0,2.7,False
NYF @ Ag3PO4 @ BP-2,1,145.93,145.93,145.93,2.7,False
Na,1,331.0,331.0,331.0,2.7,False
NZnOCN1,1,780.0,780.0,780.0,2.7,False
CdS @ CDs,1,344.0,344.0,344.0,2.7,False
NZIS,1,801.0,801.0,801.0,2.7,False
NZCN50,1,12524.0,12524.0,12524.0,2.7,False
NZCN40,1,13707.0,13707.0,13707.0,2.7,False
NZCN30,1,18836.0,18836.0,18836.0,2.7,False
NZCN20,1,12942.0,12942.0,12942.0,2.7,False
NZCN10,1,11746.0,11746.0,11746.0,2.7,False
NYTiO2-Pt-2.0,1,640.0,640.0,640.0,2.7,False
CdS @ MnWO4,1,2479.0,2479.0,2479.0,2.7,False
NYTiO2-Pt,1,16500.0,16500.0,16500.0,2.7,False
Na(Bi0.08Ta0.92)O3,1,59.48,59.48,59.48,2.7,False
N-CDs/g-C3N4,1,3617.0,3617.0,3617.0,2.7,False
CdS(x = 0),1,1670.0,1670.0,1670.0,2.7,False
CdS(x)/ ZnO,1,124.0,124.0,124.0,2.7,False
CdS-1,1,20290.0,20290.0,20290.0,2.7,False
MoSx/TiO2,1,3452.0,3452.0,3452.0,2.7,False
MoSx/CoWO4-40,1,9414.4,9414.4,9414.4,2.7,False
MoSx/CoP,1,8730.0,8730.0,8730.0,2.7,False
CdS-2,1,7400.0,7400.0,7400.0,2.7,False
MoSe2/ZnIn2S4,1,1226.0,1226.0,1226.0,2.7,False
MoSe2/TiO2,1,468.2,468.2,468.2,2.7,False
MoSe2/CdS,1,7120.0,7120.0,7120.0,2.7,False
MoSe2 @ Co3O4,1,7029.2,7029.2,7029.2,2.7,False
CdS @ W18O49,1,11732.0,11732.0,11732.0,2.7,False
MoSe2,1,41230.0,41230.0,41230.0,2.7,False
MoS3/RGO,1,3000.0,3000.0,3000.0,2.7,False
MoS3/Au @ AgNP/rGO,1,10600.0,10600.0,10600.0,2.7,False
CdS-5,1,24330.0,24330.0,24330.0,2.7,False
MoS3,1,5500.0,5500.0,5500.0,2.7,False
CdS-CdS @ C-Pt,1,7715.0,7715.0,7715.0,2.7,False
MoS2–graphene,1,2094.0,2094.0,2094.0,2.7,False
MoS2–ZnO,1,153.0,153.0,153.0,2.7,False
MoS2–ZnIn2S4,1,4169.0,4169.0,4169.0,2.7,False
MoS2–TiO2,1,1600.0,1600.0,1600.0,2.7,False
CdS-D,1,3319.0,3319.0,3319.0,2.7,False
MoS2–Cd0.5Zn0.5S,1,12300.0,12300.0,12300.0,2.7,False
MoSe2 @ Bi2S3/CdS,1,11840.0,11840.0,11840.0,2.7,False
NCO/ZCS-3,1,34400.0,34400.0,34400.0,2.7,False
CdS @ ZCS,1,21220.0,21220.0,21220.0,2.7,False
NCNS,1,19800.0,19800.0,19800.0,2.7,False
CdS @ Zn-C,1,6600.0,6600.0,6600.0,2.7,False
NBHS-48,1,40.0,40.0,40.0,2.7,False
NAC,1,295.0,295.0,295.0,2.7,False
N719/TiO2,1,3291.0,3291.0,3291.0,2.7,False
CdS @ ZnO,1,11130.0,11130.0,11130.0,2.7,False
N6R3TNR,1,2681.0,2681.0,2681.0,2.7,False
N3R6TNR,1,4170.0,4170.0,4170.0,2.7,False
N3R3TNR(x = 0.003),1,6788.0,6788.0,6788.0,2.7,False
N3/RGO,1,1607.1,1607.1,1607.1,2.7,False
N-CN,1,136.8,136.8,136.8,2.7,False
CdS(),1,5000.0,5000.0,5000.0,2.7,False
N2-COF,1,782.0,782.0,782.0,2.7,False
N2,1,178.4,178.4,178.4,2.7,False
N0.32,1,2547.0,2547.0,2547.0,2.7,False
N-TiO2/STO–TNT,1,1.8,1.8,1.8,2.7,False
N-TiO2-2,1,55.2,55.2,55.2,2.7,False
CdS(I),1,11100.0,11100.0,11100.0,2.7,False
N-TCN-x,1,296.4,296.4,296.4,2.7,False
N-RGO-Cd0.60Zn0.40S,1,1114.0,1114.0,1114.0,2.7,False
N-NbO-15,1,7944.0,7944.0,7944.0,2.7,False
CdS(R = 0,1,2300.0,2300.0,2300.0,2.7,False
N-GQD10,1,167.8,167.8,167.8,2.7,False
N3-COF,1,80.0,80.0,80.0,2.7,False
NiB,1,464.4,464.4,464.4,2.7,False
NiAl-P,1,1025.2,1025.2,1025.2,2.7,False
NiAl,1,3170.0,3170.0,3170.0,2.7,False
Ni:Pd,1,5060.0,5060.0,5060.0,2.7,False
Ni:Co,1,209000.0,209000.0,209000.0,2.7,False
Ni7S6/g-C3N4,1,3000.0,3000.0,3000.0,2.7,False
Ni5,1,1131.0,1131.0,1131.0,2.7,False
Ni3S2/MoS2,1,540.75,540.75,540.75,2.7,False
CZS-PH,1,2154.0,2154.0,2154.0,2.7,False
Ni3PW10 @ Ni3P2W16,1,13051.0,13051.0,13051.0,2.7,False
Ni3PW10 @ NU-1000 @ NU-1000,1,3482.0,3482.0,3482.0,2.7,False
Ni3N,1,169.0,169.0,169.0,2.7,False
Na2Ta2O6-2,1,64099.99999999999,64099.99999999999,64099.99999999999,2.7,False
CZTS/CeO2-4,1,1875.0,1875.0,1875.0,2.7,False
Ca-Ag,1,220.0,220.0,220.0,2.7,False
CaFe2O4,1,2241.0,2241.0,2241.0,2.7,False
Ni2P/Ni2 +–Mn0.3Cd0.7S,1,60450.0,60450.0,60450.0,2.7,False
Ni2P/Mn0.5Cd0.5S-7,1,31830.0,31830.0,31830.0,2.7,False
Ni2P/Cd0.5Zn0.5Se-D,1,6246.0,6246.0,6246.0,2.7,False
Ni2P/0.5-Fe3 +,1,1891.0,1891.0,1891.0,2.7,False
Ni2P-CdS,1,1200.0,1200.0,1200.0,2.7,False
Ni2P @ C/g-C3N4-450,1,15190.0,15190.0,15190.0,2.7,False
Cadmiun sulfide,1,20700.0,20700.0,20700.0,2.7,False
Calix-3/Pt @ UiO-66-NH2,1,1528.0,1528.0,1528.0,2.7,False
Ni10,1,313.2,313.2,313.2,2.7,False
CZS–BiVO4,1,2350.0,2350.0,2350.0,2.7,False
NiO(N1),1,273.0,273.0,273.0,2.7,False
NiO @ TiO2,1,1870.0,1870.0,1870.0,2.7,False
CTP-10,1,1100.0,1100.0,1100.0,2.7,False
NiNCN3,1,1507.0,1507.0,1507.0,2.7,False
NiMoS,1,185400.0,185400.0,185400.0,2.7,False
NiL3-PCN,1,346.0,346.0,346.0,2.7,False
CTT,1,7476.0,7476.0,7476.0,2.7,False
CZ-5CN,1,9868.0,9868.0,9868.0,2.7,False
NiCoP31,1,147000.0,147000.0,147000.0,2.7,False
NiCoP21,1,180000.0,180000.0,180000.0,2.7,False
NiCoP12,1,140000.0,140000.0,140000.0,2.7,False
CZ0.15S,1,76330.0,76330.0,76330.0,2.7,False
NiB/ZnCdS,1,8137.1,8137.1,8137.1,2.7,False
CZ0.5S,1,55430.0,55430.0,55430.0,2.7,False
NiCoB/CdS,1,144800.0,144800.0,144800.0,2.7,False
NiCo2O4/g-C3N4,1,5480.0,5480.0,5480.0,2.7,False
CZC-2,1,2196.0,2196.0,2196.0,2.7,False
NiCo2O4/CN,1,484.0,484.0,484.0,2.7,False
NiCo2O4 @ ZnS,1,880.0,880.0,880.0,2.7,False
NiCo2O4 @ Fe3O4 @ ZnS,1,3900.0,3900.0,3900.0,2.7,False
CZS @ BFO-3,1,811.5,811.5,811.5,2.7,False
NiCo,1,200.0,200.0,200.0,2.7,False
NiCl2,1,10930.0,10930.0,10930.0,2.7,False
NiCN3,1,315.0,315.0,315.0,2.7,False
NiBi/graphene,1,4540.0,4540.0,4540.0,2.7,False
NiCoP/CdS,1,120000.0,120000.0,120000.0,2.7,False
NbO,1,1900.0,1900.0,1900.0,2.7,False
Cd0.6Zn0.4S-RGO,1,24630.0,24630.0,24630.0,2.7,False
Nb4N5/TiO2,1,36.99,36.99,36.99,2.7,False
Nb3O7F HNs,1,145.0,145.0,145.0,2.7,False
Nb2O5/TiO2,1,1800.0,1800.0,1800.0,2.7,False
Cd0.77Zn0.23S,1,1927.0,1927.0,1927.0,2.7,False
Nano-ferrites,1,352000.0,352000.0,352000.0,2.7,False
Nano-ferrite,1,98790.0,98790.0,98790.0,2.7,False
Cd0.7Zn0.3S,1,11090.0,11090.0,11090.0,2.7,False
NaYF4 @ Ag3PO4/Ag @ g-C3N4,1,16320.0,16320.0,16320.0,2.7,False
Cd0.8Zn0.2S/Au/C3N4,1,123.21,123.21,123.21,2.7,False
NaTaO3/Ta2O5,1,1579.0,1579.0,1579.0,2.7,False
Ni0.8Co0.2/ZCS,1,84700.0,84700.0,84700.0,2.7,False
Cd0.9Zn0.1S(en),1,882.4,882.4,882.4,2.7,False
Cd0.9Zn0.1S/g-C3N4,1,2100.3,2100.3,2100.3,2.7,False
NaTa1−xCrxO3,1,1467.5,1467.5,1467.5,2.7,False
Cd3TMT2-400,1,25.0,25.0,25.0,2.7,False
Cd:Ge,1,1719.8,1719.8,1719.8,2.7,False
NaNb0.5Ta0.5O3,1,2470.0,2470.0,2470.0,2.7,False
NaNO2,1,208.0,208.0,208.0,2.7,False
NaCCN,1,413.0,413.0,413.0,2.7,False
NaBH4,1,1721.0,1721.0,1721.0,2.7,False
Na2ZrTi5O13,1,1896.0,1896.0,1896.0,2.7,False
CdIn2S4/In(OH)3/Zn2GeO4,1,1426.9,1426.9,1426.9,2.7,False
Na2Ta4O11,1,34.1,34.1,34.1,2.7,False
Cd0.9Zn0.1S,1,8800.0,8800.0,8800.0,2.7,False
Cd/Mn,1,1270.0,1270.0,1270.0,2.7,False
Ni0,1,22000.0,22000.0,22000.0,2.7,False
Cd0 · 5Zn0 · 5S,1,1206.0,1206.0,1206.0,2.7,False
Ni/b–TiO2–3,1,103.6,103.6,103.6,2.7,False
Cd0.1Zn0.9S,1,481.5,481.5,481.5,2.7,False
Cd0.25Zn0.75Se/CoP,1,45100.0,45100.0,45100.0,2.7,False
Ni/NiTe2,1,2214.2,2214.2,2214.2,2.7,False
Ni/NiO/La0.02Na0.98TaO3,1,3450.0,3450.0,3450.0,2.7,False
Ni/NiO,1,26940.0,26940.0,26940.0,2.7,False
Cd0.44Zn0.56S,1,2640.0,2640.0,2640.0,2.7,False
Ni/CdS,1,20100.0,20100.0,20100.0,2.7,False
Ni-PPy,1,289.0,289.0,289.0,2.7,False
Nd2O3,1,246.0,246.0,246.0,2.7,False
Ni-CdSe/CdS,1,153.0,153.0,153.0,2.7,False
Ni-CIS-2.0,1,1060.0,1060.0,1060.0,2.7,False
Ni-20,1,80.0,80.0,80.0,2.7,False
Ni(OH)2–CdS/g-C3N4,1,115.18,115.18,115.18,2.7,False
Ni(OH)2/g-C3N4,1,7.6,7.6,7.6,2.7,False
Ni(OH)2/ZnIn2S4,1,4430.0,4430.0,4430.0,2.7,False
Ni(OH)2/Mn0.3Cd0.7S,1,19550.0,19550.0,19550.0,2.7,False
Cd0.5Zn0.5S @ UIO-66 @ g-C3N4,1,1281.1,1281.1,1281.1,2.7,False
Ni(OH)2-Zn0.25Cd0.75S,1,3774.0,3774.0,3774.0,2.7,False
Cd0.5Zn0.5S/Ti3C2,1,9071.0,9071.0,9071.0,2.7,False
Cd0.5Zn0.5Se,1,3455.0,3455.0,3455.0,2.7,False
Ni(OH),1,425.7,425.7,425.7,2.7,False
Cd0.5Zn0.5S–P,1,2070.2,2070.2,2070.2,2.7,False
Cd0.5Zn0.5S 32 wt % @ C3N4,1,33410.0,33410.0,33410.0,2.7,False
